"","trainer","pre","post"
"662",5,71.5691888532,34.699218607
"663",5,71.4829096934,34.6805169926
"664",5,78.1285220512,23.139231835
"665",5,78.789825254,25.5971933466
"666",5,77.7815467962,23.4472144745
"667",5,48.5306293681,34.1524500077
"668",5,65.5307814724,42.2810847015
"669",5,70.1180341426,36.4481847905
"670",5,70.4722626065,36.0880530553
"671",5,76.7911300701,28.0720081685
"672",5,72.4093545935,33.0392569664
"673",5,76.271299815,25.5695441452
"674",5,76.9532591384,27.7706107405
"675",5,75.1077300904,30.0169834157
"676",5,75.9692852004,29.0388653753
"677",5,75.2838870131,24.8747531721
"678",5,77.0522406385,27.9056390894
"679",5,42.8267563374,25.5569594065
"680",5,42.0806606852,24.9465264454
"681",5,39.8783046498,18.3249292157
"682",5,36.4754991726,17.7189477884
"683",5,37.1030736419,15.4456116477
"684",5,34.1489682077,13.5238698677
"685",5,37.5794219113,15.0158901333
"686",5,41.0643057894,12.2144689321
"687",5,42.195266147,20.9193721857
"688",5,36.6055782383,15.748875885
"689",5,39.4311612098,19.3238407541
"690",5,37.5620763361,11.9284457044
"691",5,34.2381100444,13.7131582305
"692",5,34.1409410386,4.57766135024
"693",5,36.6592676972,17.6819644553
"694",5,40.6437192795,20.2408613716
"695",5,36.7924815919,13.3921347304
"696",5,75.9483006427,22.7447959146
"697",5,76.8406924717,20.9185472197
"698",5,81.9504776395,19.8745582085
"699",5,81.6437056853,16.5917599845
"700",5,84.6102197758,14.2477619017
"701",5,84.1028794336,8.98065579006
"702",5,80.18002545,19.0888441297
"703",5,80.5732729943,8.36563890168
"704",5,79.0043268649,10.6281977654
"705",5,40.0481864651,24.2614879334
"706",5,34.7945935378,13.9696834611
"707",5,79.221764441,22.0945914837
"708",5,36.0308797708,93.1217332374
"709",5,34.4995583102,86.6099850511
"710",5,31.1068665551,89.4616352367
"711",6,58.2136082599,91.881891513
"712",6,58.1960536923,92.2149886482
"713",6,58.7182307185,90.310532087
"714",6,57.27837287,89.9076067166
"715",6,58.082020494,92.0081450101
"716",6,57.4894477748,88.0852855629
"717",6,28.088741319,63.5107944263
"718",6,28.0854682136,63.5901969481
"719",6,28.087273053,63.1232828116
"720",6,27.5780252176,62.8210386566
"721",6,27.7799191139,63.518147517
"722",6,28.5889998149,63.0240805653
"723",6,28.7391414969,62.7208638859
"724",6,27.0246032407,62.9018588649
"725",6,28.8013366963,63.389040388
"726",6,27.186463838,63.5587296478
"727",6,29.2851466002,63.3836058254
"728",6,39.4029453026,51.1508571967
"729",6,28.8113284396,61.3578540576
"730",6,34.3039579069,56.5421259093
"731",6,29.6027609801,60.157346722
"732",6,49.1161568603,63.6600006211
"733",6,39.6175458263,62.9251879574
"734",6,43.23308466,63.1652187223
"735",6,64.8927879422,65.8141767574
"736",6,62.4901493154,74.5842896072
"737",6,68.9880844294,63.232147305
"738",6,62.1056186306,75.9908707599
"739",6,32.4618467439,62.8819029189
"740",6,41.3272006535,49.0702512739
"741",6,44.0071499323,46.4496737846
"742",6,44.0740606888,34.5532038906
"743",6,44.0013152386,33.9042073544
"744",6,45.0063004454,38.2990195507
"745",6,44.4438406096,36.0190833012
"746",6,42.1787133986,26.492119482
"747",6,44.0445656189,35.6622382764
"748",6,41.6404540171,27.0930954213
"749",6,41.9383300069,24.9915229793
"750",6,44.0539275103,33.5563924949
"751",6,39.2067193308,51.5337156971
"752",6,28.7044492315,61.7775254006
"753",6,31.7086628996,58.837754374
"754",6,42.8117114739,30.0204484197
"755",6,43.300614891,31.5264261979
"756",6,40.3986329069,16.3470083822
"757",6,40.4356915763,20.2326706762
"758",6,40.9365466658,16.9130048364
"759",6,39.6615736653,15.609355577
"760",6,40.899259175,20.7985289466
"761",6,41.9686168283,26.4970725985
"762",6,40.3834058238,21.3912255247
"763",6,56.5381264538,32.4442454697
"764",6,52.9706912828,29.0401966941
"765",6,54.6209525885,30.3445244537
"766",6,65.0990443941,27.2415575588
"767",6,63.0559909076,29.7090956748
"768",6,70.9601362323,41.2595012867
"769",6,69.8958192404,43.4537592655
"770",6,70.5958928563,41.9647438672
"771",6,69.6470214273,44.044445022
"772",6,77.392982494,63.3714590552
"773",6,64.4007871926,67.4487184472
"774",6,63.8689598271,70.2137388333
"775",6,56.5944213157,86.9270062202
"776",6,56.5313372853,87.4998110713
"777",6,59.6521583697,87.8094615921
"778",6,56.6365087005,85.637495556
"779",6,58.6722880025,90.077160307
"780",6,58.2216127264,90.4110187715
"781",6,57.9146644768,89.9538027677
"782",6,55.3155090581,80.2518606944
"783",6,54.5757285877,77.5362884724
"784",6,54.4130936504,78.2290865878
"785",6,55.0745059041,79.8175464166
"786",6,29.4329605156,60.8017765444
"787",6,29.4226860665,63.0684648229
"788",6,29.0056141576,63.3907513334
"789",6,58.4618385916,90.2653263904
"790",6,57.997804739,92.1599086113
"791",6,57.5494740761,90.7489065581
"792",6,59.5299284566,88.3272741451
"793",6,58.2493910631,92.1296814778
"794",6,58.0245140126,91.6944211685
"795",6,58.3821244904,90.5534760692
"796",6,62.5667590405,77.7439347591
"797",6,72.1758243064,63.1289294176
"798",6,79.4727615693,63.4086861199
"799",6,80.3577008812,63.2954375404
"800",6,78.7572361375,53.3326200111
"801",6,82.5402395934,56.5410522935
"802",6,86.4358971909,59.7927618087
"803",6,79.4886844186,53.6516742641
"804",6,81.5304203188,56.0253645659
"805",6,79.1867885665,53.2347918468
"806",6,77.8990579454,51.8224583343
"807",6,75.1307142075,23.3724419733
"808",6,76.0580137544,16.3837496882
"809",6,57.6146743876,33.8224476502
"810",6,56.1713975295,32.1179887719
"811",6,66.2878905956,26.1171097453
"812",6,67.8817196169,24.2360184109
"813",6,64.0280813016,27.6726855125
"814",6,77.4966517463,14.9485235577
"815",6,77.6346517616,14.461853927
"816",6,77.8637264289,14.6106776491
"817",6,77.3381581659,15.890054658
"818",6,76.1804165329,15.9125737458
"819",6,77.2526510945,15.1515170246
"820",6,77.4133752817,15.2219279762
"821",6,76.7318493982,16.2168461441
"822",6,49.4711054118,25.0630193062
"823",6,42.4765399431,18.3384735636
"824",6,43.5951158622,19.9942009773
"825",6,50.3399696652,26.4713966117
"826",6,40.7489802561,16.1821416622
"827",6,38.3865255803,14.5802151464
"828",6,38.4040152085,14.4519484496
"829",6,38.7642788913,14.3655904744
"830",6,41.4701423265,17.2780334445
"831",6,47.1554048146,22.3779325323
"832",6,39.5825667453,17.6484528361
"833",6,41.7402438167,17.8293243101
"834",6,39.3118718889,15.6407169743
"835",6,41.6798476925,17.7459190133
"836",6,39.0874644519,15.1223039378
"837",6,41.4815028637,18.0474374446
"838",6,77.6060865492,15.1628725383
"839",6,75.9826615205,16.3069223786
"840",6,76.9457572424,15.858478334
"841",6,77.5437200743,15.253949149
"842",6,77.5847398447,15.8300393854
"843",6,76.8223042562,15.5951653195
"844",6,77.3485716647,15.7745292395
"845",6,77.5731526867,14.7806458332
"846",6,77.9726106776,14.9556987461
"847",6,41.5289197586,24.9164251896
"848",6,43.7225508034,19.0773278036
"849",6,79.3260781751,52.9003912897
"850",6,56.6639740815,87.9401250067
"851",6,57.8217892319,90.6931665489
"852",6,58.2431718991,92.1043278652
"853",7,57.6132335477,83.9051707998
"854",7,51.2743918205,82.8179829379
"855",7,50.7538984114,76.7541289533
"856",7,37.0211840116,81.954469997
"857",7,42.8817550897,80.1847700514
"858",7,37.1557104777,84.9541114129
"859",7,38.7318581261,83.7893564281
"860",7,31.0005254108,82.5794805962
"861",7,25.9854996226,74.3493875478
"862",7,23.7145662909,75.0980490792
"863",7,23.077319507,71.7205396747
"864",7,24.9391368744,72.5802858084
"865",7,17.8934987136,71.1096873431
"866",7,23.6730818572,64.8708391385
"867",7,23.7490719056,63.557171895
"868",7,32.2151786343,65.6009580191
"869",7,29.4368412489,67.5545281141
"870",7,40.0500951983,71.8890335708
"871",7,37.5747950188,69.9887444412
"872",7,49.3104686263,67.1687603206
"873",7,47.3480185524,72.5916115408
"874",7,50.157414434,71.1617258246
"875",7,58.2100082697,68.0445380719
"876",7,56.6089076561,70.4089460888
"877",7,52.8338205303,72.5518862725
"878",7,61.8185854576,76.1128240228
"879",7,61.7276334143,77.0692384058
"880",7,62.1922520815,76.1568192103
"881",7,58.1187658587,73.1189614684
"882",7,58.2704123843,35.5968950425
"883",7,59.7665303129,32.6212516009
"884",7,52.5355347207,27.1741229419
"885",7,50.8925215809,29.1452839382
"886",7,49.9675511775,28.4602033343
"887",7,51.3478832298,27.3642602259
"888",7,37.5551162883,24.5376638386
"889",7,39.1995941778,23.6804956588
"890",7,36.3827221955,25.2380052325
"891",7,41.1006943822,26.5526132161
"892",7,28.2178118248,28.2802924847
"893",7,33.7970720433,28.6997507433
"894",7,43.9193873055,27.7978445882
"895",7,44.4164011084,28.9476923345
"896",7,28.0376027706,26.8038243613
"897",7,31.6895761296,26.6664002089
"898",7,27.2796128523,19.2572809685
"899",7,31.2218783581,26.4408557812
"900",7,33.5458051034,20.0807081014
"901",7,39.7363306065,23.4948069772
"902",7,42.8418426525,20.3339004396
"903",7,47.0937298879,26.9934706312
"904",7,51.4536583539,26.0229417521
"905",7,49.3677068167,22.005580703
"906",7,48.2534809736,29.2708555331
"907",7,61.0029597643,30.0153144324
"908",7,60.8065608049,27.8683134861
"909",7,59.0674270249,26.7882840217
"910",7,61.4146337175,31.0393750583
"911",7,68.9343694692,31.6198930866
"912",7,63.0652438592,34.2357465852
"913",7,72.2725228706,67.6444437851
"914",7,75.3598819664,75.4216145799
"915",7,72.8336258709,72.1146938095
"916",7,70.8104148392,79.3504618327
"917",7,45.8019347617,81.6582677456
"918",7,45.835020171,82.7425919919
"919",7,40.0788064496,80.2471852579
"920",7,51.9829247003,82.2043834675
"921",7,57.337906053,84.9995188696
"922",7,62.3362327624,83.2465678988
"923",7,58.5059100905,81.7455863409
"924",7,56.2479351377,83.513949493
"925",7,55.4065208295,80.2666719669
"926",7,53.2839688423,84.2635992213
"927",7,44.6767615455,80.2382855483
"928",7,30.0112642472,68.1467563743
"929",7,29.7452539206,74.4045268347
"930",7,37.3099483549,72.5861552003
"931",7,61.1359469093,82.5375693646
"932",7,61.7206191907,85.7056934492
"933",7,63.6093798555,83.3600288362
"934",7,70.7237162322,87.1522075165
"935",7,75.0063926418,82.4258351563
"936",7,75.0925497814,83.4373907092
"937",7,70.3279291834,82.0293546968
"938",7,70.8633308324,79.4081747457
"939",7,75.7799048195,79.8861994199
"940",7,78.0936590733,77.759558184
"941",7,76.7457612243,71.9733600919
"942",7,78.4646034437,69.7493008209
"943",7,76.7456848486,70.0440572588
"944",7,85.161682187,65.5124047088
"945",7,91.8083525691,34.9655944844
"946",7,91.8874485924,34.7692538555
"947",7,92.2484016622,32.3771544295
"948",7,91.782532741,34.3842946521
"949",7,96.0805193672,28.0536005018
"950",7,92.2478988278,28.0707514904
"951",7,57.662276619,24.0606079328
"952",7,59.8469248931,26.1777124879
"953",7,64.0670962137,27.7765005568
"954",7,60.9815013975,23.9342981582
"955",7,59.9670579092,26.8025832185
"956",7,62.7074541119,21.9955085787
"957",7,69.1952352018,22.709792166
"958",7,65.5923626471,20.6941731019
"959",7,64.6170985343,22.4431455531
"960",7,59.191159132,17.767901807
"961",7,55.8396313724,21.6185696663
"962",7,59.0007586238,21.1710074885
"963",7,56.4593711284,25.1445642082
"964",7,52.3581053558,19.4170541222
"965",7,51.8116637782,17.0334945954
"966",7,54.222845621,19.503665544
"967",7,49.0187553996,23.4892740197
"968",7,35.6535812004,17.5145080595
"969",7,46.965785757,16.7892016247
"970",7,49.5842392555,16.7579160147
"971",7,51.8562999655,21.969084007
"972",7,55.9528886329,16.7897576048
"973",7,51.6637862607,19.9251251977
"974",7,45.8596693166,17.1289036754
"975",7,39.7403795202,18.7410514146
"976",7,52.8112216438,17.8549881176
"977",7,56.7891043639,17.3061155207
"978",7,54.1145317806,17.6735343896
"979",7,55.571119732,17.369574581
"980",7,65.3064624975,18.1973548277
"981",7,66.9907491546,17.2228706509
"982",7,72.1567189391,16.8142747914
"983",7,70.9805804021,17.15575228
"984",7,72.2220822073,19.3692816955
"985",7,79.7001583481,20.740218365
"986",7,64.2491606461,14.9139624607
"987",7,66.9432914334,20.1891325034
"988",7,66.9416766634,18.2435093914
"989",7,39.6482666468,22.7313663718
"990",7,37.9497836858,26.5217492344
"991",7,86.5043905611,34.8940252874
"992",7,50.8154853559,78.950838805
"993",7,51.1834666638,85.1288546497
"994",7,40.8638552293,82.9261452983
"995",8,51.1479167122,90.8674123313
"996",8,50.5171258092,89.1023945866
"997",8,50.2074801993,85.4600473951
"998",8,50.0694819181,83.0576695262
"999",8,50.5628463386,82.9378217764
"1000",8,50.288527801,82.9752535659
"1001",8,25.5834750822,82.9148911324
"1002",8,25.4835833896,82.929084979
"1003",8,25.4435257049,82.8742004973
"1004",8,25.5651134237,82.9240977704
"1005",8,25.9288442731,82.8211841087
"1006",8,27.5514782612,51.4873865306
"1007",8,27.5304663693,51.4148465629
"1008",8,27.0955703605,52.0767994399
"1009",8,27.4392496133,51.7120790527
"1010",8,27.8782642594,50.70890793
"1011",8,27.3388689181,51.6530467544
"1012",8,27.6784029741,51.1819891691
"1013",8,52.6356576791,51.4185522584
"1014",8,52.0252141055,52.1230110467
"1015",8,52.8811647904,50.6215547554
"1016",8,52.9526073133,50.0747390118
"1017",8,52.5205524936,51.5024421035
"1018",8,52.3428220582,51.8619520908
"1019",8,51.9275902141,52.2577906065
"1020",8,52.7137744894,51.1979443188
"1021",8,50.4438027888,82.9418288173
"1022",8,50.2166950326,83.7523429676
"1023",8,52.1841801076,51.9752506714
"1024",8,52.7920973459,51.0733956509
"1025",8,52.5897198565,51.338090196
"1026",8,52.0288486671,52.1768375002
"1027",8,52.729246581,51.2017650475
"1028",8,52.8843132864,50.4414354501
"1029",8,52.5093008862,51.4162051508
"1030",8,50.8626843321,17.1456310914
"1031",8,50.8914922458,17.1413237277
"1032",8,25.8551275976,17.0819086886
"1033",8,26.0256445518,16.9250135319
"1034",8,27.8931727187,50.6619634101
"1035",8,27.6399679354,51.3990974838
"1036",8,27.892658895,50.7952815163
"1037",8,52.7977329399,50.6860370901
"1038",8,27.5806388053,51.5247612607
"1039",8,26.4913985349,17.4053909738
"1040",8,25.9853178159,17.203722132
"1041",8,26.2014192753,17.0938239128
"1042",8,25.8575694746,17.113842659
"1043",8,50.7046843629,17.0237445436
"1044",8,50.8119753465,17.1149252621
"1045",8,50.5648455577,17.0777773216
"1046",8,50.9393039127,16.981021883
"1047",8,50.4588548392,17.0385789686
"1048",8,52.9013640729,50.6905627231
"1049",8,52.6849534438,51.2944692191
"1050",8,52.500088943,51.594356165
"1051",8,51.8356372562,52.3357655339
"1052",8,76.9954121013,52.0455286534
"1053",8,77.310600475,51.7467300374
"1054",8,77.9260443352,50.3186604237
"1055",8,77.2543883433,51.4618248152
"1056",8,76.2431578028,52.1236898503
"1057",8,77.0844843669,51.9671367003
"1058",8,75.2280531954,82.9856620201
"1059",8,50.6583547714,83.1144793358
"1060",8,50.2033658114,82.9826568621
"1061",8,50.9295476993,82.8460411252
"1062",8,50.1786718465,83.1846223323
"1063",8,50.422698058,82.9099014671
"1064",8,50.4642248341,82.9353284131
"1065",8,50.4492703306,83.9699203811
"1066",8,49.9283802752,82.9936654888
"1067",8,50.4880136436,83.0995191232
"1068",8,49.9649053793,83.7083177013
"1069",8,50.7521082559,82.9019500961
"1070",8,27.4224292143,51.4388762325
"1071",8,27.6740833991,51.3041121452
"1072",8,27.5373953151,51.5936540762
"1073",8,52.2633473764,94.2493278274
"1074",8,51.7372816586,92.9791175339
"1075",8,75.8709636929,88.3864417377
"1076",8,75.2443262052,83.9034973788
"1077",8,75.1982952889,83.4623033365
"1078",8,75.7010415321,82.9194588559
"1079",8,75.4793396586,82.8840513891
"1080",8,75.1945668739,82.9321157846
"1081",8,74.8202539551,82.9623887856
"1082",8,75.1643404933,83.0349971693
"1083",8,75.2633555474,82.9452793018
"1084",8,77.7564189331,51.1517703255
"1085",8,77.9544350549,50.4755789715
"1086",8,77.0833377719,52.1577992662
"1087",8,76.0635502513,52.1046520613
"1088",8,77.6820163247,51.1656378096
"1089",8,76.8780819814,51.8675622958
"1090",8,76.9485027211,51.9075165439
"1091",8,77.8640547124,49.6625455341
"1092",8,75.7714500936,17.1112512057
"1093",8,52.3315691301,51.8788603463
"1094",8,52.5928183721,51.3915915185
"1095",8,50.4770477213,17.0482894119
"1096",8,75.2964750909,17.0156531888
"1097",8,75.573954129,17.0621921415
"1098",8,75.4005271583,17.0411068868
"1099",8,75.8709908356,17.1348939075
"1100",8,75.6058847579,17.0677230553
"1101",8,75.8955770466,17.1699497051
"1102",8,75.7465632023,17.1057165115
"1103",8,75.1423414811,16.7549238932
"1104",8,50.6617795563,17.0781405153
"1105",8,50.6998506392,17.0851843836
"1106",8,50.9189408654,17.1476047571
"1107",8,50.7252585405,16.9074698083
"1108",8,51.2638712274,17.1623497098
"1109",8,51.2509196468,17.2404558616
"1110",8,50.7851572052,17.1801964842
"1111",8,50.5013965822,17.1057707188
"1112",8,50.7336745372,16.9929634144
"1113",8,50.7113785398,17.0883158538
"1114",8,50.8127448984,16.5727180506
"1115",8,51.014232955,17.2210955293
"1116",8,50.3535214052,17.0647430794
"1117",8,50.4355295722,17.0651685025
"1118",8,50.6309819633,17.0765223454
"1119",8,51.0668072036,17.2088597095
"1120",8,50.7923547263,17.2042143387
"1121",8,50.5512780561,17.0846551833
"1122",8,50.5597580562,17.0938837744
"1123",8,75.3259785471,15.7718919896
"1124",8,75.04472578,17.0042622562
"1125",8,75.2870877232,16.1749349097
"1126",8,75.2399699777,17.0318474866
"1127",8,75.1524592023,17.0049424015
"1128",8,75.9618400861,16.6948422289
"1129",8,75.4480625064,17.0451494125
"1130",8,75.7593838168,16.9429296545
"1131",8,50.378262298,16.9462798113
"1132",8,50.5336350094,17.0195813691
"1133",8,77.5009073165,50.1669859475
"1134",8,50.6911241884,87.5139604241
"1135",8,49.9903949511,83.997356924
"1136",8,50.1271820272,82.990749996
"1137",9,55.9930301513,79.2772636977
"1138",9,50.0322537946,79.013071199
"1139",9,51.2884586593,82.4359398425
"1140",9,51.1705368873,79.1652941091
"1141",9,44.3779145287,78.1646280036
"1142",9,45.0102700721,77.8808631153
"1143",9,48.559816719,78.7883706035
"1144",9,42.1422682922,76.8806345544
"1145",9,41.0269715735,76.4095884613
"1146",9,34.5753090115,72.7248411845
"1147",9,31.1686007236,69.2454213193
"1148",9,32.6442540714,70.7325550334
"1149",9,26.6666456539,62.9809712052
"1150",9,26.4592623274,62.6346733709
"1151",9,25.5380076465,60.6302361093
"1152",9,26.3207111933,62.3962811186
"1153",9,26.1633874648,62.0268148985
"1154",9,25.2137904611,60.2733986018
"1155",9,26.8595295604,63.1418346727
"1156",9,31.7606691716,69.7976553936
"1157",9,39.7932905744,75.8079642168
"1158",9,45.6174391854,78.1199702277
"1159",9,53.7714606827,79.3029316435
"1160",9,56.4514336733,79.2471070208
"1161",9,66.0937201989,77.0178182606
"1162",9,56.9258394194,79.2063186226
"1163",9,58.9882538467,78.9172589554
"1164",9,57.9022660533,79.0808678187
"1165",9,64.8128669568,77.4869389235
"1166",9,60.3497935166,78.7294458673
"1167",9,48.890555756,16.8065435154
"1168",9,47.549506348,17.0714045245
"1169",9,30.8894308257,26.3290372348
"1170",9,28.972835724,29.0504689185
"1171",9,35.1613607523,22.7868496473
"1172",9,45.8703691685,17.4893933655
"1173",9,32.8314206076,24.7975381459
"1174",9,39.4855747899,20.0330500489
"1175",9,33.4461829314,24.1906434075
"1176",9,21.8635812756,46.0525933457
"1177",9,25.1658708449,35.7666139539
"1178",9,22.9594789762,51.2877067934
"1179",9,25.5860552415,60.8465833585
"1180",9,26.3143100672,33.2971681038
"1181",9,33.037301251,24.5644624921
"1182",9,36.4688894772,21.8761144725
"1183",9,26.5135531009,32.9187498178
"1184",9,36.0270912125,22.1954385395
"1185",9,42.6810404129,18.5425361977
"1186",9,45.0410771273,17.7345177303
"1187",9,47.3524164557,17.1347454264
"1188",9,53.8461940322,16.3873180961
"1189",9,55.1296393835,16.3532468711
"1190",9,52.1881199617,16.4182174652
"1191",9,58.6726630845,16.6633724322
"1192",9,82.1443116037,33.1952218669
"1193",9,75.6865711383,24.7415103908
"1194",9,85.344964503,52.886419866
"1195",9,83.8446535127,58.6160602305
"1196",9,85.66476066,45.5427527692
"1197",9,77.931004934,68.6900618808
"1198",9,73.0318330209,73.12057473
"1199",9,70.1028044999,75.6832068542
"1200",9,57.1446946889,79.1941025922
"1201",9,46.9624619942,78.6665589963
"1202",9,50.5649338128,79.0772985529
"1203",9,53.7196765696,79.306936167
"1204",9,54.2002323226,79.3250023354
"1205",9,47.875198343,78.6758534295
"1206",9,51.4734585149,79.1598669963
"1207",9,52.7512222162,79.2936599344
"1208",9,48.5622230047,78.7823835275
"1209",9,53.0812416908,79.2972507654
"1210",9,56.475383374,79.1678400979
"1211",9,49.570911405,79.0381238831
"1212",9,37.6277032991,74.5575043418
"1213",9,32.2637000863,70.3166389012
"1214",9,32.542380336,70.7024172063
"1215",9,52.8250171923,85.5781338795
"1216",9,58.5282895407,78.9787042541
"1217",9,56.265834263,79.2529394854
"1218",9,57.0758924193,79.1939225382
"1219",9,54.2564023808,79.3138648504
"1220",9,62.6856712475,78.1747432719
"1221",9,68.0856058616,76.1123175001
"1222",9,65.1181219632,77.3991884543
"1223",9,68.7456312971,75.7900554548
"1224",9,63.0902251412,78.041409495
"1225",9,77.2045893204,69.3121497658
"1226",9,82.0339084758,62.6818697859
"1227",9,81.5779459183,63.8949255005
"1228",9,85.1801432805,53.7816766607
"1229",9,84.2868249936,57.2561680896
"1230",9,85.6224867126,45.0241658646
"1231",9,85.6044990156,50.7623379055
"1232",9,84.4247858276,38.761410164
"1233",9,85.570985078,44.5600964397
"1234",9,84.6267242006,39.4870775084
"1235",9,73.3961549252,22.8162479426
"1236",9,73.5074477338,22.8569887644
"1237",9,63.3564881135,17.7240688424
"1238",9,72.9590468722,22.5114998325
"1239",9,64.0208416469,17.8835812521
"1240",9,61.124463241,17.1163533592
"1241",9,75.6742073297,24.7825009657
"1242",9,69.5135831574,20.2793578927
"1243",9,58.5721354669,16.642703808
"1244",9,70.9819409865,21.1458881039
"1245",9,65.2230303973,18.3971951223
"1246",9,65.3150439093,18.3337482986
"1247",9,64.0102406778,17.9244781912
"1248",9,57.1409359294,16.5986105437
"1249",9,56.3651532552,16.3265463742
"1250",9,43.046183241,18.4025593948
"1251",9,52.0817555582,16.4538745312
"1252",9,42.8790365154,18.4894110252
"1253",9,51.5669948027,16.4857136372
"1254",9,58.8391251216,16.6376352154
"1255",9,60.7557891374,17.0332315064
"1256",9,54.7611561181,16.3661890954
"1257",9,53.5699050003,16.3397125506
"1258",9,48.9146182416,16.7986370826
"1259",9,52.6461373069,16.3848363836
"1260",9,49.8384929905,16.6763302777
"1261",9,52.6840664009,16.4079627826
"1262",9,65.8072190346,18.1407649473
"1263",9,60.6739209233,17.0518023644
"1264",9,63.394712866,17.7005351354
"1265",9,64.8020094467,18.2168786335
