"","trainer","pre","post"
"1266",9,65.0259398087,18.2878245002
"1267",9,65.7555515404,18.5162158303
"1268",9,69.9677341245,20.5389887758
"1269",9,68.8927840241,20.0324488429
"1270",9,61.8265465579,17.2696554452
"1271",9,60.7879700808,17.0462048583
"1272",9,61.9156096372,17.2821912228
"1273",9,45.0289975331,17.7244473049
"1274",9,39.9213628084,19.7018495281
"1275",9,84.7942778751,55.5686503735
"1276",9,55.6629587449,83.3564796243
"1277",9,50.4922475132,78.997532065
"1278",9,51.4671011416,79.2018445773
"1279",10,51.2038911373,83.3397766053
"1280",10,58.9744699018,85.499817612
"1281",10,51.8720726696,85.8297376348
"1282",10,48.1799307865,85.0451167372
"1283",10,41.6832004024,84.0179406019
"1284",10,37.8904155015,82.5674929978
"1285",10,39.5489736947,80.812601774
"1286",10,39.6495738769,82.6645338713
"1287",10,34.7505970472,80.0110909897
"1288",10,27.560835291,72.8478255927
"1289",10,24.6355399754,71.6107148256
"1290",10,20.9594648125,66.0414983826
"1291",10,20.6891490538,62.7213052064
"1292",10,19.2882047369,62.0630593582
"1293",10,20.0245005746,61.3426238695
"1294",10,35.4695229971,43.1158849517
"1295",10,36.8943276507,47.7065559687
"1296",10,39.0555497751,55.5469737131
"1297",10,46.9570801494,65.2404073935
"1298",10,37.3104527352,45.2587508999
"1299",10,40.0096720019,60.9865825077
"1300",10,48.0143866846,65.7128195934
"1301",10,53.7037759268,66.3894820363
"1302",10,63.0674998921,64.0350004581
"1303",10,62.0480325076,63.8458632494
"1304",10,59.8399667124,64.4767644437
"1305",10,55.1609418175,65.2373081694
"1306",10,61.2797865792,65.766402504
"1307",10,60.8349175348,64.6037697063
"1308",10,61.5205906458,64.7918550418
"1309",10,36.916543863,41.0952474383
"1310",10,38.5021996714,41.5671556174
"1311",10,48.6643707344,30.6806668519
"1312",10,50.2852524042,30.3379221051
"1313",10,42.276332666,34.5276361236
"1314",10,54.0317756204,29.6723483149
"1315",10,37.3293552552,39.6020423074
"1316",10,41.389522551,37.2960562328
"1317",10,40.0746666572,34.6236852027
"1318",10,35.3496806211,47.1410731332
"1319",10,34.7637004189,47.6247999245
"1320",10,37.0266294472,44.4622930512
"1321",10,36.4555695327,40.791843032
"1322",10,35.5376642131,48.7293868661
"1323",10,20.4089478892,32.2030304205
"1324",10,23.4957104659,25.3224681542
"1325",10,29.5575433634,21.3647774591
"1326",10,33.0082339121,15.9850714584
"1327",10,53.9803991821,29.3509867092
"1328",10,52.2343086004,29.7116729865
"1329",10,59.5030766063,30.6696739448
"1330",10,41.1637810689,34.3157582514
"1331",10,48.9930401201,32.0303588363
"1332",10,59.2692803248,29.6407017654
"1333",10,45.4691770035,33.8311927323
"1334",10,62.6912665406,30.2903738312
"1335",10,73.4286708654,48.5778551303
"1336",10,70.846426107,52.282253331
"1337",10,71.5390198495,45.5218061588
"1338",10,67.6208658884,38.0065584658
"1339",10,72.4709525633,51.1221348241
"1340",10,64.8122375621,62.8109155873
"1341",10,60.8536798727,65.4991470327
"1342",10,67.7894961571,61.3637015467
"1343",10,41.6095572691,83.8486865559
"1344",10,53.0030253202,84.6747986012
"1345",10,54.7141710591,84.0431280734
"1346",10,44.2916687157,82.9094412144
"1347",10,49.1917219555,85.8762291224
"1348",10,53.1013817819,84.5476586881
"1349",10,51.599848153,84.8198214898
"1350",10,54.3797219484,84.2403555494
"1351",10,46.4807681047,83.518211666
"1352",10,53.174656268,84.2605679876
"1353",10,45.272002941,85.2370794195
"1354",10,36.03340215,53.371687755
"1355",10,28.2711941653,72.840231257
"1356",10,25.0548060847,71.5485979221
"1357",10,64.7588870014,82.3152236405
"1358",10,63.1445274767,85.2366963264
"1359",10,50.4246786898,85.1747475891
"1360",10,70.6449962629,82.4309187567
"1361",10,63.1490490834,83.9468553485
"1362",10,62.8240245172,84.9661859507
"1363",10,70.236869515,82.1711510621
"1364",10,70.0427352449,80.3850213547
"1365",10,72.5706234458,80.9712184346
"1366",10,75.1307160373,79.9840931403
"1367",10,83.2939057345,70.7784317876
"1368",10,79.6642622775,73.9323097157
"1369",10,88.4321025254,64.6242470023
"1370",10,89.1155590082,64.0015066388
"1371",10,89.0921976305,57.768193047
"1372",10,91.7260057727,52.6233532573
"1373",10,91.7355387598,48.9702108877
"1374",10,91.5078881747,53.3126520851
"1375",10,88.239001904,31.4774348786
"1376",10,88.5305192041,30.4760310098
"1377",10,55.3651603364,30.4458502777
"1378",10,62.5602588694,30.4471356661
"1379",10,58.0066691227,30.2537212987
"1380",10,55.0671179917,29.0115351997
"1381",10,61.6147759612,29.9943911942
"1382",10,68.5431435378,35.6578321706
"1383",10,77.7061096487,20.3042601852
"1384",10,68.4530459999,13.0355285908
"1385",10,68.2572064402,12.3846391542
"1386",10,70.2554746739,13.2503849689
"1387",10,65.0443252778,11.0008414785
"1388",10,60.0922466078,11.8721117093
"1389",10,52.9920289667,9.90666848335
"1390",10,50.1446289773,12.2115430946
"1391",10,46.5086141932,11.2071344881
"1392",10,43.8070319612,11.3189448865
"1393",10,57.8178546865,10.9451424306
"1394",10,50.9404926595,9.69154713447
"1395",10,63.4973230835,11.9140691707
"1396",10,50.0164829541,11.9338520864
"1397",10,58.6367650809,11.9747210652
"1398",10,54.7302890863,11.4128826732
"1399",10,65.8755478023,11.7324363627
"1400",10,57.0609827131,9.92056085444
"1401",10,46.819907946,10.4946526804
"1402",10,38.3593948725,13.431322624
"1403",10,47.3154157773,12.853451784
"1404",10,55.0519165396,11.9499886181
"1405",10,50.5159602579,9.76559162187
"1406",10,49.6774146514,10.3831325083
"1407",10,67.2806595188,14.1286515323
"1408",10,66.1730182606,12.0379170217
"1409",10,61.0885441374,10.0845344144
"1410",10,66.0530857731,13.3802260073
"1411",10,72.6699892655,15.2342259409
"1412",10,61.503472503,10.8284144754
"1413",10,68.995028632,13.9943105293
"1414",10,78.2499161658,17.8832409068
"1415",10,36.4819805699,15.1627600944
"1416",10,50.9677483784,29.6797742875
"1417",10,91.1910536059,46.6743428399
"1418",10,55.8637684939,85.3364867573
"1419",10,49.2805947987,84.0488228306
"1420",10,43.3685015447,84.3321772039
"1421",11,47.6952008891,95.2411869282
"1422",11,44.6099759113,93.075835032
"1423",11,43.8563814822,94.0858717713
"1424",11,41.5789293984,90.3035665387
"1425",11,49.1774185559,96.6105324538
"1426",11,42.6522509813,90.5606397307
"1427",11,30.1233318217,81.1442953304
"1428",11,31.915519986,79.7904134869
"1429",11,27.8877193574,75.4455759934
"1430",11,27.5482344526,75.1647590544
"1431",11,20.2097781637,67.5166420988
"1432",11,24.4434528292,54.4736551228
"1433",11,24.6308301331,53.3957388998
"1434",11,21.0379688969,49.829299645
"1435",11,27.106242932,54.7195531488
"1436",11,28.0896176553,60.512212549
"1437",11,31.1357349152,61.4319127116
"1438",11,37.700837521,68.4184052804
"1439",11,43.3926884016,43.5975940692
"1440",11,51.2623974761,49.6665051258
"1441",11,43.2867129203,43.0568603208
"1442",11,55.9059162338,54.2526725342
"1443",11,50.198958949,52.2250295948
"1444",11,55.761587372,54.0305172396
"1445",11,58.3231396505,60.0310591646
"1446",11,70.171457528,70.2822212385
"1447",11,60.600276471,59.7533088802
"1448",11,63.7602750188,61.1856411696
"1449",11,54.3894952619,53.811901225
"1450",11,55.2412969947,52.5935746267
"1451",11,49.0701267502,48.8969446811
"1452",11,46.0181190216,46.2577233718
"1453",11,44.7595874356,41.9746066134
"1454",11,51.6006241332,50.0324668853
"1455",11,36.4658820182,35.5241876075
"1456",11,33.3947987327,35.0168013145
"1457",11,37.5800715749,38.8315722007
"1458",11,36.619722059,36.8114141094
"1459",11,36.1634664356,33.819314199
"1460",11,33.1677570349,31.2477411672
"1461",11,42.6449829318,40.1543216386
"1462",11,47.2250252695,44.5756466185
"1463",11,48.3923630032,50.3315285645
"1464",11,27.2451932001,29.8195074488
"1465",11,30.4043143388,29.0795399241
"1466",11,30.0807992865,27.5880255173
"1467",11,33.9806339675,35.0330581489
"1468",11,34.2506117649,34.4415865654
"1469",11,51.1411835714,20.6183237784
"1470",11,49.899592066,19.5640835356
"1471",11,55.5898773424,26.2992451143
"1472",11,55.4820563581,22.8274662445
"1473",11,63.5729393821,32.9386176053
"1474",11,59.0250770848,28.3220858801
"1475",11,62.4237785929,33.4865952868
"1476",11,47.849907703,48.556624645
"1477",11,52.2685616825,52.8052401961
"1478",11,68.8510215758,39.573434273
"1479",11,65.6763960251,35.1093154301
"1480",11,77.7468851148,47.3718241139
"1481",11,80.352934115,47.8002988852
"1482",11,60.3375864858,63.0349593272
"1483",11,61.6587233282,64.1000234779
"1484",11,71.5450389858,72.657716331
"1485",11,49.0409566406,77.3625832678
"1486",11,51.8868880222,80.1136076892
"1487",11,57.968981435,85.3560457326
"1488",11,54.855664646,83.7833976656
"1489",11,54.1331954613,83.7939960824
"1490",11,51.3088252568,80.1363911553
"1491",11,61.1203943844,88.7040529069
"1492",11,55.5638650304,85.8103751441
"1493",11,55.044123361,83.5414106324
"1494",11,50.4441853247,78.1958883115
"1495",11,43.8277089981,71.0470522123
"1496",11,37.7914323802,66.8546410275
"1497",11,29.292783111,59.79199693
"1498",11,32.1920969515,60.2006509147
"1499",11,51.4339355233,99.2568672885
"1500",11,67.4641398118,95.999963905
"1501",11,65.1507052757,92.5026337368
"1502",11,65.5834276962,93.5170609365
"1503",11,69.2889731377,99.5795911254
"1504",11,81.2694405511,80.635944933
"1505",11,78.5757448361,76.8157030942
"1506",11,74.1867734997,74.3442041467
"1507",11,72.622209414,74.5269656511
"1508",11,75.1415195918,73.8196684648
"1509",11,75.168667839,73.9004448762
"1510",11,85.3242028911,55.3885788252
"1511",11,84.090507598,56.301968006
"1512",11,86.2562238205,55.8309303793
"1513",11,92.5487933153,42.9019079116
"1514",11,90.3426345089,37.7803861004
"1515",11,85.8191629042,37.5713861819
"1516",11,90.4418181137,40.1331134204
"1517",11,92.0175590822,39.9179311324
"1518",11,95.2605278366,46.008830272
"1519",11,41.2902998033,42.3115524113
"1520",11,66.4313243161,36.5361097353
"1521",11,63.9863468858,32.7134316129
"1522",11,61.2696820905,29.3857240482
"1523",11,60.7493891909,28.0517363383
"1524",11,64.6552305634,16.6122765086
"1525",11,68.6382807138,18.5080128963
"1526",11,65.7766651568,16.7876560655
"1527",11,71.1341263421,19.3859575313
"1528",11,63.7231835039,14.5214211957
"1529",11,73.0014940701,24.0738125371
"1530",11,72.436657497,20.5783451136
"1531",11,68.4127671225,19.9131265443
"1532",11,52.8583150204,20.2350610035
"1533",11,53.5299526734,24.2419155845
"1534",11,50.7597410528,18.0893946004
"1535",11,42.53480844,10.1698684594
"1536",11,41.5303978512,13.3962907452
"1537",11,46.7145179915,15.6132744651
"1538",11,48.4506176492,16.2122782224
"1539",11,59.6326101247,7.05803719901
"1540",11,61.6185682473,13.4108227184
"1541",11,48.8339891275,17.7259558674
"1542",11,45.3426531889,13.9088123935
"1543",11,42.4150122932,11.6937810961
"1544",11,58.9347650647,9.36920121911
"1545",11,60.6836260407,10.6326415569
"1546",11,54.8117983683,6.56964870325
"1547",11,61.5868424253,11.0275858356
"1548",11,59.7160077628,11.5190968617
"1549",11,58.4163840114,5.64577748328
"1550",11,59.243809528,10.5401420943
"1551",11,56.5943646385,8.91734404523
"1552",11,68.4925132247,17.9873634289
"1553",11,65.0059431717,15.9126686464
"1554",11,63.9210367078,15.6209610332
"1555",11,53.5129705438,5.87510952836
"1556",11,57.8328062743,9.22238462333
"1557",11,31.0329174395,28.9281418896
"1558",11,31.3332440932,32.5385694785
"1559",11,86.4015498466,38.7469331743
"1560",11,47.4421116354,98.1843018589
"1561",11,46.2647413368,94.1161921613
"1562",11,40.1638157437,87.4486723469
"1563",12,52.8720214902,97.3432226575
"1564",12,59.0141444945,93.5748748733
"1565",12,56.3751090389,96.30514763
"1566",12,37.8391996844,94.359443503
"1567",12,39.8853734176,90.6346620817
"1568",12,44.0774051326,84.1258533023
"1569",12,31.4970254888,67.9125621568
"1570",12,25.9525965456,73.0331803541
"1571",12,36.4347239148,62.2940454639
"1572",12,24.997482691,75.4415616626
"1573",12,32.2462751352,70.1105868383
"1574",12,18.1094722949,53.7081103324
"1575",12,21.7960992263,49.4995295248
"1576",12,24.150491069,47.1885335266
"1577",12,28.6031956015,44.2237227
"1578",12,20.9319996761,51.6462354868
"1579",12,35.4355325251,34.9610381566
"1580",12,44.3773828236,57.6847369215
"1581",12,46.313692406,55.6855917703
"1582",12,46.3860739231,51.0021645381
"1583",12,42.4954400876,56.9036815315
"1584",12,44.3005150328,58.1329592781
"1585",12,46.9882833458,55.4206367313
"1586",12,52.4215231623,47.867005488
"1587",12,64.090998189,68.6509850107
"1588",12,63.0168717563,68.2252589114
"1589",12,67.3025779226,64.4134627173
"1590",12,67.2259568904,62.4764105301
"1591",12,50.309988715,47.2678818553
"1592",12,45.4126389249,53.8707976895
"1593",12,54.0206071815,47.2698972057
"1594",12,49.8420222483,50.5765522936
"1595",12,50.7132995657,48.7722867825
"1596",12,55.0455549106,45.9862727459
"1597",12,37.5437012597,32.8840244657
"1598",12,39.7958978066,28.4432191156
"1599",12,28.5233910215,39.7966662481
"1600",12,31.3996460012,39.2652632229
"1601",12,39.2415652162,33.3614166846
"1602",12,27.7140565712,42.2500516253
"1603",12,32.9607035213,35.8231112903
"1604",12,35.4047362397,31.9391621952
"1605",12,51.6422264225,50.8383406788
"1606",12,34.207620843,33.5938054385
"1607",12,36.5234892198,35.6710483891
"1608",12,28.4192021281,21.3157482481
"1609",12,26.1604969417,23.0422314726
"1610",12,40.435327397,27.6400711421
"1611",12,44.544955314,27.3622426221
"1612",12,40.1237272008,30.0731619402
"1613",12,42.1848064503,28.5736747331
"1614",12,40.0026592892,27.4875100027
"1615",12,57.1252310509,42.7390191388
"1616",12,60.375744968,41.3564579961
"1617",12,55.1058961252,46.1490510561
"1618",12,61.7372710245,38.5848440052
"1619",12,55.7412443246,46.6535769763
"1620",12,58.2964084158,41.5831977346
"1621",12,57.0425482213,42.418757739
"1622",12,76.7756112073,55.2545987009
"1623",12,71.8870772602,59.2669926152
"1624",12,73.7883730663,58.6208121164
"1625",12,75.1396847343,54.2445521781
"1626",12,64.5963189058,65.952512925
"1627",12,46.9095386323,85.6022611586
"1628",12,46.9051031994,81.5656424136
"1629",12,49.8069877356,82.085025592
"1630",12,48.8632418189,83.1583574877
"1631",12,66.7481899024,84.0048341677
"1632",12,62.3597662841,90.2436599196
"1633",12,47.3748964954,83.4715555182
"1634",12,47.4464667165,82.622124014
"1635",12,53.385280634,78.8711362558
"1636",12,49.4527077733,79.9306028004
"1637",12,54.8026825363,75.3639849893
"1638",12,37.0882451339,60.857227495
"1639",12,32.3759619238,68.5108204552
"1640",12,37.4770138847,63.7886855744
"1641",12,52.4066488967,96.4254150057
"1642",12,50.2970432655,99.6441791736
"1643",12,61.5633243835,89.8641388605
"1644",12,61.0865603919,89.2243556475
"1645",12,59.2364904011,91.4811005766
"1646",12,66.1540050863,84.1119370252
"1647",12,67.2313347767,85.055640808
"1648",12,73.7099068702,78.2706108976
"1649",12,76.5804513576,72.8915336827
"1650",12,78.8765811639,71.5625276804
"1651",12,77.4490021363,72.4473094857
"1652",12,86.8537073476,65.5433240194
"1653",12,79.806531301,52.7231797883
"1654",12,76.9882734745,54.2027848022
"1655",12,79.4793575017,49.1410154455
"1656",12,82.3041595613,46.9909036215
"1657",12,90.700691247,41.4667030063
"1658",12,95.4434878077,36.1897016148
"1659",12,94.9974880471,35.0953011066
"1660",12,91.517847246,36.8902631263
"1661",12,62.2926421901,40.0295333141
"1662",12,59.2034756073,41.2706776667
"1663",12,65.2563927704,32.8541041237
"1664",12,62.4447424979,35.4149992261
"1665",12,72.4624062907,27.6242638254
"1666",12,69.9194262552,29.3110927191
"1667",12,77.7628590782,23.4913735562
"1668",12,72.7784101997,26.9005353695
"1669",12,65.198316667,33.0271717859
"1670",12,69.4598588916,30.1970315053
"1671",12,59.3150555205,12.3543136666
"1672",12,51.487713355,20.8436106875
"1673",12,57.1124475509,15.3217851726
"1674",12,50.2244178157,19.1709698793
"1675",12,50.4338611907,18.5348708515
"1676",12,56.3803054046,14.7884597101
"1677",12,54.8635045999,14.009611915
"1678",12,45.4998576493,3.98542629287
"1679",12,49.9367453057,21.5900969196
"1680",12,53.8098729164,17.7664144512
"1681",12,59.8526782804,9.03994992133
"1682",12,48.1756567942,19.5212153543
"1683",12,50.7417190667,17.8384056087
"1684",12,58.4597612975,14.1486628546
"1685",12,50.1145975193,1.74146171252
"1686",12,45.4203820755,5.37240899542
"1687",12,51.3532681954,0.30387242055
"1688",12,53.091704424,19.2900304453
"1689",12,58.9431665444,11.6128777918
"1690",12,59.3109904219,10.5721363739
"1691",12,68.2221986595,1.13388036584
"1692",12,62.5117719862,7.49123248279
"1693",12,69.3800563617,1.48813233299
"1694",12,82.8002478704,18.5293762368
"1695",12,85.1603321777,15.0183695439
"1696",12,67.095847697,0.601490941965
"1697",12,62.307750573,5.74997471945
"1698",12,59.9704150458,7.9133104735
"1699",12,39.9116351739,32.1440226145
"1700",12,39.5965009783,32.1361317349
"1701",12,95.5934163965,33.2341293953
"1702",12,52.772288113,99.6134716833
"1703",12,53.1786144535,98.6038611855
"1704",12,37.6270534612,93.060672952
"1705",13,65.8155400946,95.5883740582
"1706",13,65.6722651618,91.9334018119
"1707",13,39.002716451,92.26183816
"1708",13,37.7953028026,93.5324553607
"1709",13,35.5139005857,89.5991901138
"1710",13,39.2194529062,83.5434818364
"1711",13,31.5882013862,77.0280524208
"1712",13,32.6577782482,80.1138612983
"1713",13,31.6415992679,77.6108331874
"1714",13,30.9871426099,63.9440280336
"1715",13,27.4396322054,65.7444629564
"1716",13,30.5783699449,65.5219454667
"1717",13,28.809401637,59.6210044666
"1718",13,27.9395185786,50.9850621313
"1719",13,33.8499497887,46.2844744465
"1720",13,32.628463049,54.0637204929
"1721",13,32.4386500903,49.9030194916
"1722",13,35.8382920833,53.3514883396
"1723",13,37.1420429198,49.7419879519
"1724",13,34.6445467746,54.4441077764
"1725",13,35.675404696,49.6256433471
"1726",13,64.99458547,49.4621728312
"1727",13,66.1291498342,61.6437178853
"1728",13,65.790651882,55.9453737171
"1729",13,67.5017806138,60.8502274659
"1730",13,67.6295142176,61.4291060701
"1731",13,63.9100640599,62.9723349305
"1732",13,66.5493579687,67.7255886599
"1733",13,64.0515417112,48.8200939835
"1734",13,68.1932895833,46.5435408096
"1735",13,65.2783891952,44.8203529292
"1736",13,34.9976613883,28.6329939351
"1737",13,33.9237661692,53.5586885227
"1738",13,66.0044543688,52.6846691452
"1739",13,37.0232562464,32.1184816794
"1740",13,34.6982700852,36.4753541349
"1741",13,34.8634441715,30.9392745218
"1742",13,31.0900650789,32.3837547196
"1743",13,34.9213061465,35.4184380529
"1744",13,30.343361183,32.5245631742
"1745",13,35.4833288685,44.4916349303
"1746",13,33.2349104271,38.502483721
"1747",13,35.4399436182,47.7975176939
"1748",13,33.8735095227,37.056028453
"1749",13,28.5641377966,34.6263997171
"1750",13,31.3195486706,31.6639905316
"1751",13,30.796174379,23.5190343602
"1752",13,34.2333554347,22.4959116015
"1753",13,36.6307877065,31.4768312621
"1754",13,34.5486191018,26.1110878654
"1755",13,37.5196356,29.2676058936
"1756",13,62.4256973267,34.0442062707
"1757",13,64.320383794,31.7856294846
"1758",13,65.4455325117,43.2734991936
"1759",13,64.3256315887,41.6159763773
"1760",13,65.264338195,35.7175447772
"1761",13,66.388704175,38.8447443366
"1762",13,68.1914228192,45.1694864796
"1763",13,68.5406624515,48.4385263389
"1764",13,67.6614312657,51.0685845873
"1765",13,68.6755160534,50.465234811
"1766",13,69.0817099788,55.4740530987
"1767",13,69.048716493,66.3660457477
"1768",13,67.3082233775,71.5902965807
"1769",13,38.714899408,76.3969778172
"1770",13,35.5480948795,89.3049758407
"1771",13,36.7106729424,86.0749670003
"1772",13,64.9126624396,87.6457960566
"1773",13,66.0641357377,89.2086685815
"1774",13,64.9359294757,87.0721381174
"1775",13,67.0265507063,76.2225153324
"1776",13,65.3140322257,77.9387440331
"1777",13,64.2952177764,84.1258572133
"1778",13,38.7980121423,74.6106304299
"1779",13,34.6757573144,79.6375987743
"1780",13,30.7192619427,58.812060082
"1781",13,34.1051509268,64.1291972267
"1782",13,33.4233718511,67.0957433613
"1783",13,66.3138096741,98.9310270371
"1784",13,65.3096314498,98.1651568396
"1785",13,65.7140760682,99.2837639519
"1786",13,67.5934531877,90.9519098246
"1787",13,66.3880173202,89.2812304744
"1788",13,67.8061881135,91.6881773501
"1789",13,70.9626103129,86.5181213517
"1790",13,71.9936371714,78.8209480695
"1791",13,72.4798343312,80.8006830564
"1792",13,74.0784292286,72.9515308522
"1793",13,72.0362880189,69.7160484161
"1794",13,72.9981862717,59.6656447092
"1795",13,74.8121312339,57.5898837631
"1796",13,73.0273050243,46.2741878725
"1797",13,77.067111934,51.4869181896
"1798",13,75.0171368727,46.6224426489
"1799",13,76.6653077326,38.440250966
"1800",13,77.9158742329,45.9268433826
"1801",13,73.7420460836,39.1209853231
"1802",13,75.3298157891,32.8303519164
"1803",13,63.4104355141,38.377735614
"1804",13,68.856486669,43.084147214
"1805",13,66.3377850519,33.3065100022
"1806",13,64.2037185014,26.6441143003
"1807",13,64.4986348346,22.863501327
"1808",13,68.8909906096,27.2962056672
"1809",13,72.371523338,21.9616397473
"1810",13,69.7654249704,19.999850454
"1811",13,68.6213124429,18.9156764428
"1812",13,64.2977371716,20.4287496884
"1813",13,66.6992650902,18.5910853404
"1814",13,67.5445276811,16.4479381344
"1815",13,63.9469519836,18.6928454476
"1816",13,64.3881920705,15.7728122808
"1817",13,65.570045691,23.7657582226
"1818",13,38.4028368753,19.0468586722
"1819",13,37.8323600164,14.4694894463
"1820",13,36.9041611715,13.5838157511
"1821",13,36.286143052,17.1057707266
"1822",13,62.7866325947,13.9189931024
"1823",13,66.8176792234,11.4124971575
"1824",13,66.755021412,18.0853051378
"1825",13,65.4155283864,10.4635122068
"1826",13,36.9463314417,13.5143774996
"1827",13,37.8254347391,9.60103429534
"1828",13,36.722837943,9.33330210686
"1829",13,67.0733217806,6.04921458162
"1830",13,64.601818107,12.0019169643
"1831",13,65.4372821806,15.5453860785
"1832",13,67.0040223792,15.3458266393
"1833",13,66.7241920702,5.24980548075
"1834",13,68.3076187632,13.2809165227
"1835",13,68.7680482759,13.5214565521
"1836",13,74.1672717461,5.34988087254
"1837",13,64.9003579699,16.2452583689
"1838",13,68.7634335463,8.70057294385
"1839",13,66.8169139163,12.2732943361
"1840",13,67.3093466467,0.217006270014
"1841",13,34.7318293093,19.6017950724
"1842",13,33.6744421497,26.09049021
"1843",13,75.6272550236,37.128751949
"1844",13,40.6101254225,89.1362398699
"1845",13,39.1143664549,96.4817513202
"1846",13,34.5838289299,89.5889019877
